chronic,chronic_condition,chronic_time,total_time_homeless_life,times_homeless_3yrs,times_homeless_past_year,current_stint_duration,current_stint_duration_detailed,data_table
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,4 or More Times,4 or more times,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,4 or More Times,4 or more times,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,2 to 3 Times,2 to 3 times,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,4 or more times,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,3650,unsheltered_2017
2,2,1,,2 to 3 Times,2 to 3 times,6-11 Months,3862.91666,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,4015,unsheltered_2017
1,1,1,,2 to 3 Times,2 to 3 times,6-11 Months,4015,unsheltered_2017
1,1,1,,1 Time,1 time,6-11 Months,4015,unsheltered_2017
1,1,1,,1 Time,1 time,6-11 Months,4015,unsheltered_2017
1,1,1,,1 Time,1 time,6-11 Months,4015,unsheltered_2017
1,1,1,,1 Time,1 time,6-11 Months,4015,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,6-11 Months,4015,unsheltered_2017
1,1,1,,1 Time,1 time,6-11 Months,4015,unsheltered_2017
1,1,1,,1 Time,1 time,6-11 Months,4015,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,6-11 Months,4015,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,6-11 Months,4015,unsheltered_2017
1,1,1,,1 Time,1 time,6-11 Months,4015,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,6-11 Months,4015,unsheltered_2017
0,0,1,,1 Time,1 time,6-11 Months,4015,unsheltered_2017
0,0,1,,1 Time,1 time,6-11 Months,4015,unsheltered_2017
0,0,1,,1 Time,1 time,6-11 Months,4015,unsheltered_2017
0,0,1,,1 Time,1 time,6-11 Months,4015,unsheltered_2017
0,0,1,,1 Time,2 to 3 times,6-11 Months,4015,unsheltered_2017
2,2,1,,2 to 3 Times,2 to 3 times,6-11 Months,4015,unsheltered_2017
0,0,1,,1 Time,1 time,6-11 Months,4015,unsheltered_2017
0,0,1,,2 to 3 Times,2 to 3 times,6-11 Months,4015,unsheltered_2017
2,2,1,,1 Time,1 time,6-11 Months,4015,unsheltered_2017
2,2,1,,2 to 3 Times,2 to 3 times,6-11 Months,4015,unsheltered_2017
2,2,1,,4 or More Times,4 or more times,6-11 Months,4015,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,4 or More Times,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,,2 to 3 times,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,2 to 3 times,12+ Months,4380,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
0,0,1,,4 or More Times,4 or more times,12+ Months,4380,unsheltered_2017
1,1,1,,1 Time,2 to 3 times,12+ Months,4380,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
0,0,1,,4 or More Times,unknown,12+ Months,4380,unsheltered_2017
0,0,1,,4 or More Times,2 to 3 times,12+ Months,4380,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,4 or More Times,4 or more times,12+ Months,4380,unsheltered_2017
0,0,1,,4 or More Times,4 or more times,12+ Months,4380,unsheltered_2017
2,2,1,,4 or More Times,4 or more times,12+ Months,4380,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,4 or More Times,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,2 to 3 Times,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,2 to 3 Times,2 to 3 times,12+ Months,4380,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4380,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
1,1,1,,2 to 3 Times,2 to 3 times,12+ Months,4745,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,4745,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
1,1,1,,4 or More Times,1 time,12+ Months,4745,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
2,2,1,,4 or More Times,4 or more times,12+ Months,4745,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
2,2,1,,4 or More Times,4 or more times,12+ Months,4745,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,4745,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,5110,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,5110,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
1,1,1,,2 to 3 Times,2 to 3 times,12+ Months,5110,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
1,1,1,,2 to 3 Times,1 time,12+ Months,5110,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
0,0,1,,4 or More Times,4 or more times,12+ Months,5110,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
0,0,1,,4 or More Times,4 or more times,12+ Months,5110,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5110,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5292.5,unsheltered_2017
2,2,1,,4 or More Times,4 or more times,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,4 or More Times,2 to 3 times,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,4 or More Times,2 to 3 times,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,2 to 3 Times,2 to 3 times,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,2 to 3 times,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,2 to 3 Times,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,1 Time,2 to 3 times,12+ Months,5475,unsheltered_2017
0,0,1,,4 or More Times,4 or more times,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,2 to 3 Times,2 to 3 times,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,2 to 3 Times,4 or more times,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,4 or More Times,4 or more times,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,2 to 3 Times,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,2 to 3 Times,2 to 3 times,12+ Months,5475,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,4 or More Times,2 to 3 times,12+ Months,5475,unsheltered_2017
2,2,1,,4 or More Times,4 or more times,12+ Months,5475,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,4 or More Times,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5475,unsheltered_2017
2,2,1,,4 or More Times,4 or more times,12+ Months,5475,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,5840,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,5840,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
0,0,1,,1 Time,2 to 3 times,12+ Months,5840,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
2,2,1,,4 or More Times,1 time,12+ Months,5840,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,5840,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6022.5,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,6205,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,6205,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,6205,unsheltered_2017
1,1,1,,1 Time,2 to 3 times,12+ Months,6570,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6570,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6570,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6570,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,6570,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,6570,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,6570,unsheltered_2017
0,0,1,,1 Time,2 to 3 times,12+ Months,6570,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6935,unsheltered_2017
1,1,1,,4 or More Times,1 time,12+ Months,6935,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6935,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6935,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6935,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6935,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,6935,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,6935,unsheltered_2017
2,2,1,,4 or More Times,4 or more times,12+ Months,7300,unsheltered_2017
2,2,1,,4 or More Times,2 to 3 times,12+ Months,7300,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,7300,unsheltered_2017
1,1,1,,4 or More Times,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,7300,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,4 or More Times,2 to 3 times,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,,unknown,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,2 to 3 times,12+ Months,7300,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
0,0,1,,4 or More Times,2 to 3 times,12+ Months,7300,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
0,0,1,,4 or More Times,4 or more times,12+ Months,7300,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
0,0,1,,1 Time,2 to 3 times,12+ Months,7300,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,4 or More Times,2 to 3 times,12+ Months,7300,unsheltered_2017
2,2,1,,,4 or more times,12+ Months,7300,unsheltered_2017
0,0,1,,4 or More Times,4 or more times,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,4 or More Times,4 or more times,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,2 to 3 times,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,4 or More Times,4 or more times,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,2 to 3 Times,2 to 3 times,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7300,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7333.07692,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7452.08333,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,7665,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7665,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,7665,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,8030,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,8030,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,8030,unsheltered_2017
1,1,1,,4 or More Times,4 or more times,12+ Months,8030,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,8030,unsheltered_2017
1,1,1,,,4 or more times,12+ Months,8030,unsheltered_2017
1,1,1,,4 or More Times,2 to 3 times,12+ Months,8030,unsheltered_2017
1,1,1,,1 Time,1 time,12+ Months,8030,unsheltered_2017
0,0,1,,1 Time,1 time,12+ Months,8030,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,8030,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,8030,unsheltered_2017
2,2,1,,1 Time,1 time,12+ Months,8030,unsheltered_2017
